Time [s],Data
0.314763500000000,'0'
0.314847333333333,'1'
0.314929583333333,'0'
0.315021250000000,'0'
0.315109416666667,'1'
0.315339166666667,'0'
0.315461166666667,'1'
0.315577166666667,'1'
0.315595750000000,'0'
0.315679833333333,'1'
0.315831833333333,'1'
0.315855333333333,'0'
0.315939166666667,'1'
0.315949000000000,'0'
0.316031833333333,'1'
0.316503083333333,'1'
0.316583666666667,'0'
0.316666250000000,'1'
0.317148750000000,'0'
0.317231500000000,'1'
0.317243166666667,'0'
0.317329750000000,'1'
0.317413916666667,'0'
0.317820750000000,'0'
0.317950416666667,'1'
0.318053333333333,'1'
0.318149500000000,'1'
0.318244083333333,'0'
0.318334583333333,'0'
0.318414083333333,'1'
0.318520250000000,'1'
0.318626166666667,'1'
0.318646833333333,'0'
0.318774500000000,'1'
0.318883000000000,'1'
0.318984833333333,'1'
0.319069583333333,'0'
0.319171083333333,'0'
0.319250416666667,'1'
0.319268750000000,'0'
0.319349250000000,'1'
0.319477583333333,'0'
0.319607416666667,'1'
0.319709583333333,'1'
0.319814666666667,'1'
0.319899500000000,'0'
0.319999166666667,'0'
0.320108333333333,'0'
0.320202916666667,'0'
0.320283916666667,'1'
0.320305416666667,'0'
0.320432750000000,'1'
0.320531583333333,'1'
0.320644500000000,'1'
0.320727250000000,'0'
0.320833500000000,'0'
0.320927333333333,'0'
0.321038583333333,'0'
0.321142250000000,'0'
0.321262000000000,'1'
0.321355000000000,'1'
0.321467333333333,'1'
0.321556000000000,'0'
0.321642583333333,'0'
0.321731250000000,'1'
0.322104500000000,'0'
0.322194166666667,'1'
0.322294916666667,'1'
0.322384500000000,'0'
0.322490333333333,'0'
0.322590083333333,'0'
0.322692166666667,'0'
0.322792333333333,'0'
0.322911500000000,'1'
0.323016083333333,'1'
0.323120083333333,'1'
0.323210333333333,'0'
0.323316916666667,'0'
0.323419916666667,'0'
0.323514750000000,'0'
0.323627083333333,'0'
0.323744250000000,'1'
0.323842000000000,'1'
0.323948833333333,'1'
0.324039083333333,'0'
0.324138833333333,'0'
0.324246916666667,'0'
0.324350833333333,'0'
0.324456250000000,'0'
0.324571416666667,'1'
0.324673666666667,'1'
0.324777250000000,'1'
