Time [s],Data
0.362705750000000,'0'
0.362796416666667,'1'
0.362799833333333,'0'
0.362900250000000,'1'
0.363061333333333,'0'
0.363157250000000,'1'
0.363167333333333,'0'
0.363258583333333,'1'
0.363271083333333,'0'
0.363362583333333,'1'
0.363798916666667,'0'
0.363883416666667,'1'
0.364105583333333,'0'
0.364185000000000,'1'
0.364362750000000,'0'
0.364443916666667,'1'
0.364460083333333,'0'
0.364548083333333,'1'
0.364699583333333,'1'
0.364720416666667,'0'
0.364799416666667,'1'
0.365290166666667,'0'
0.365374416666667,'1'
0.365542500000000,'0'
0.365634000000000,'1'
0.365651416666667,'0'
0.365737416666667,'1'
0.365752583333333,'0'
0.365837083333333,'1'
0.366014500000000,'0'
0.366096583333333,'1'
0.366115833333333,'0'
0.366198750000000,'1'
0.366278083333333,'0'
0.366374500000000,'0'
0.366456333333333,'1'
0.366477250000000,'0'
0.366561583333333,'1'
0.366582333333333,'0'
0.366664833333333,'1'
0.366842583333333,'0'
0.366924833333333,'1'
0.366944000000000,'0'
0.367029333333333,'1'
0.367179333333333,'1'
0.367199666666667,'0'
0.367279333333333,'1'
0.367383250000000,'1'
0.367665916666667,'0'
0.367751750000000,'1'
0.367763416666667,'0'
0.367853000000000,'1'
0.367933333333333,'0'
0.368032250000000,'0'
0.368498333333333,'0'
0.368601250000000,'0'
0.368680333333333,'1'
0.368830916666667,'1'
0.368935583333333,'1'
0.368959250000000,'0'
0.369037583333333,'1'
0.369063083333333,'0'
0.369145666666667,'1'
0.369325000000000,'0'
0.369407000000000,'1'
0.369419333333333,'0'
0.369507916666667,'1'
0.369586583333333,'0'
0.369684916666667,'0'
0.369763500000000,'1'
0.369785750000000,'0'
0.369892000000000,'0'
0.369996000000000,'0'
0.370121416666667,'1'
0.370224000000000,'1'
0.370330583333333,'1'
0.370414916666667,'0'
0.370511583333333,'0'
0.370616166666667,'0'
0.370719250000000,'0'
0.370824000000000,'0'
0.370946250000000,'1'
0.371054166666667,'1'
0.371154916666667,'1'
0.371239750000000,'0'
0.371542750000000,'0'
0.371621333333333,'1'
0.371645416666667,'0'
0.371773916666667,'1'
0.371875583333333,'1'
0.371981083333333,'1'
0.372067666666667,'0'
0.372160333333333,'0'
0.372240500000000,'1'
0.372346166666667,'1'
0.372366250000000,'0'
0.372480000000000,'0'
0.372599250000000,'1'
0.372702750000000,'1'
0.372805250000000,'1'
0.372892166666667,'0'
0.372992833333333,'0'
0.373095166666667,'0'
0.373203166666667,'0'
0.373303833333333,'0'
0.373422750000000,'1'
0.373532166666667,'1'
0.373630916666667,'1'
0.373718416666667,'0'
0.373821166666667,'0'
0.373921750000000,'0'
0.374025083333333,'0'
0.374128250000000,'0'
0.374248416666667,'1'
0.374355000000000,'1'
0.374455333333333,'1'
0.374547500000000,'0'
0.374647333333333,'0'
0.374753666666667,'0'
0.374856583333333,'0'
0.374959083333333,'0'
0.375078833333333,'1'
0.375178833333333,'1'
0.375281916666667,'1'
0.375372500000000,'0'
0.375474000000000,'0'
0.375577916666667,'0'
0.375677833333333,'0'
0.375782916666667,'0'
0.375905333333333,'1'
0.376010583333333,'1'
0.376107000000000,'1'
0.376199250000000,'0'
0.376302083333333,'0'
0.376405416666667,'0'
0.376506500000000,'0'
0.376607583333333,'0'
0.376726416666667,'1'
0.376834416666667,'1'
0.376936000000000,'1'
0.377024916666667,'0'
0.377127333333333,'0'
0.377229500000000,'0'
